# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR 11cd67da37ffe0a0
# CUDA_DEVICE 0 GeForce GTX 480
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,localblocksize,memTransferSize,memtransferhostmemtype,local_load,local_store,gld_request,gst_request,l2_subp0_write_sector_misses,l2_subp0_write_sector_queries,fb_subp0_read_sectors,shared_load,shared_store,sm_cta_launched,l1_local_load_hit,l2_subp1_write_sector_misses,l2_subp1_write_sector_queries,fb_subp1_read_sectors,branch,l1_local_load_miss,l1_local_store_hit,l2_subp0_read_sector_misses,l2_subp0_read_sector_queries,fb_subp0_write_sectors,divergent_branch,l1_local_store_miss,l1_global_load_hit,l2_subp1_read_sector_misses,l2_subp1_read_sector_queries,fb_subp1_write_sectors,inst_issued,l1_global_load_miss,inst_executed,uncached_global_load_transaction,global_store_transaction,warps_launched,threads_launched,l1_shared_bank_conflict,active_warps,active_cycles,tex0_cache_sector_queries,tex0_cache_sector_misses
11cd70f272653960,_Z12bisectKernelPfS_jS_S_PjS0_ffjjf,10642.3,10734.8,0.333,1,1,512,1,1,0,10260,31,0,-1,,0,0,0,832,32,64,64,0,255742,5752,1,0,64,64,0,766232,0,0,0,48,64,702,0,800,0,48,64,5722686,32,5718375,0,32,16,512,4254,89626773,5601695,0,0
11cd70f273129680,_Z12bisectKernelPfS_jS_S_PjS0_ffjjf,10642.3,10733.7,0.333,1,1,512,1,1,0,10260,31,0,-1,,0,0,0,832,32,64,64,0,255742,5752,1,0,64,64,0,766232,0,0,0,48,64,702,0,800,0,48,64,5722686,32,5718375,0,32,16,512,4254,89622391,5601695,0,0
11cd70f273bfffe0,_Z12bisectKernelPfS_jS_S_PjS0_ffjjf,10642.3,10746.4,0.333,1,1,512,1,1,0,10260,31,0,-1,,0,0,0,832,32,64,64,0,255742,5752,1,0,64,64,0,766232,0,0,0,48,64,702,0,800,0,48,64,5722686,32,5718375,0,32,16,512,4254,89626775,5601695,0,0
11cd70f2746d51c0,_Z12bisectKernelPfS_jS_S_PjS0_ffjjf,10641.8,10729,0.333,1,1,512,1,1,0,10260,31,0,-1,,0,0,0,832,32,64,64,0,255742,5752,1,0,64,64,0,766232,0,0,0,48,64,702,0,800,0,48,64,5722686,32,5718375,0,32,16,512,4254,89626773,5601695,0,0
11cd70f2751a9c80,_Z12bisectKernelPfS_jS_S_PjS0_ffjjf,10642.3,10731.7,0.333,1,1,512,1,1,0,10260,31,0,-1,,0,0,0,832,32,64,64,0,255742,5752,1,0,64,64,0,766232,0,0,0,48,64,702,0,800,0,48,64,5722686,32,5718375,0,32,16,512,4254,89626775,5601695,0,0
11cd70f275c829c0,_Z12bisectKernelPfS_jS_S_PjS0_ffjjf,10642.3,10757.8,0.333,1,1,512,1,1,0,10260,31,0,-1,,0,0,0,832,32,64,64,0,255742,5752,1,0,64,64,0,766232,0,0,0,48,64,702,0,800,0,48,64,5722686,32,5718375,0,32,16,512,4254,89626775,5601695,0,0
11cd70f27676a1c0,_Z12bisectKernelPfS_jS_S_PjS0_ffjjf,10641.8,10701.5,0.333,1,1,512,1,1,0,10260,31,0,-1,,0,0,0,832,32,64,64,0,255742,5752,1,0,64,64,0,766232,0,0,0,48,64,702,0,800,0,48,64,5722686,32,5718375,0,32,16,512,4254,89626775,5601695,0,0
11cd70f277268ba0,_Z12bisectKernelPfS_jS_S_PjS0_ffjjf,10642.3,10744.6,0.333,1,1,512,1,1,0,10260,31,0,-1,,0,0,0,832,32,64,64,0,255742,5752,1,0,64,64,0,766232,0,0,0,48,64,702,0,800,0,48,64,5722686,32,5718375,0,32,16,512,4254,89622391,5601695,0,0
11cd70f277d470a0,_Z12bisectKernelPfS_jS_S_PjS0_ffjjf,10642.3,10742.4,0.333,1,1,512,1,1,0,10260,31,0,-1,,0,0,0,832,32,64,64,0,255742,5752,1,0,64,64,0,766232,0,0,0,48,64,702,0,800,0,48,64,5722686,32,5718375,0,32,16,512,4254,89626775,5601421,0,0
11cd70f2788330e0,_Z12bisectKernelPfS_jS_S_PjS0_ffjjf,10642.3,10756.5,0.333,1,1,512,1,1,0,10260,31,0,-1,,0,0,0,832,32,64,64,0,255742,5752,1,0,64,64,0,766232,0,0,0,48,64,702,0,800,0,48,64,5722686,32,5718375,0,32,16,512,4254,89626775,5601695,0,0
11cd70f27931ad00,_Z12bisectKernelPfS_jS_S_PjS0_ffjjf,10642.3,10721.8,0.333,1,1,512,1,1,0,10260,31,0,-1,,0,0,0,832,32,64,64,0,255742,5752,1,0,64,64,0,766232,0,0,0,48,64,702,0,800,0,48,64,5722686,32,5718375,0,32,16,512,4254,89626775,5601695,0,0
11cd70f279df3ee0,_Z12bisectKernelPfS_jS_S_PjS0_ffjjf,10641.8,10739.2,0.333,1,1,512,1,1,0,10260,31,0,-1,,0,0,0,832,32,64,64,0,255742,5752,1,0,64,64,0,766232,0,0,0,48,64,702,0,800,0,48,64,5722686,32,5718375,0,32,16,512,4254,89622391,5601421,0,0
11cd70f27a8c7440,_Z12bisectKernelPfS_jS_S_PjS0_ffjjf,10642.3,10732.8,0.333,1,1,512,1,1,0,10260,31,0,-1,,0,0,0,832,32,64,64,0,255742,5752,1,0,64,64,0,766232,0,0,0,48,64,702,0,800,0,48,64,5722686,32,5718375,0,32,16,512,4254,89626775,5601695,0,0
11cd70f27b39bb40,_Z12bisectKernelPfS_jS_S_PjS0_ffjjf,10642.3,10735.4,0.333,1,1,512,1,1,0,10260,31,0,-1,,0,0,0,832,32,64,64,0,255742,5752,1,0,64,64,0,766232,0,0,0,48,64,702,0,800,0,48,64,5722686,32,5718375,0,32,16,512,4254,89626775,5601695,0,0
11cd70f27be78440,_Z12bisectKernelPfS_jS_S_PjS0_ffjjf,10642.3,10745.5,0.333,1,1,512,1,1,0,10260,31,0,-1,,0,0,0,832,32,64,64,0,255742,5752,1,0,64,64,0,766232,0,0,0,48,64,702,0,800,0,48,64,5722686,32,5718375,0,32,16,512,4254,89622391,5601695,0,0
11cd70f27c9560e0,_Z12bisectKernelPfS_jS_S_PjS0_ffjjf,10642.3,10705.7,0.333,1,1,512,1,1,0,10260,31,0,-1,,0,0,0,832,32,64,64,0,255742,5752,1,0,64,64,0,766232,0,0,0,48,64,702,0,800,0,48,64,5722686,32,5718375,0,32,16,512,4254,89626775,5601695,0,0
